City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,kirsanov,52.6549,42.7224,-10.02,97,79,1.96,RU,1738792944
362,holdenville,35.0804,-96.3992,12.06,84,100,5.08,US,1738792946
363,nadi,-17.8,177.4167,26.0,83,75,4.12,FJ,1738792947
364,kill devil hills,36.0307,-75.676,7.21,74,100,6.69,US,1738792948
365,healesville,-37.65,145.5167,21.96,64,13,0.27,AU,1738792949
366,kingisepp,59.3733,28.6134,-2.46,93,100,4.08,RU,1738792950
367,shalqar,47.8333,59.6,-10.47,90,55,5.22,KZ,1738792951
368,malabo,3.75,8.7833,27.55,79,93,4.13,GQ,1738792953
369,colonia,50.9333,6.95,3.92,92,100,0.51,DE,1738792954
370,wabag,-5.4781,143.7021,14.89,97,99,0.46,PG,1738792955
371,huanggang,23.677,116.9996,13.6,56,100,2.54,CN,1738792956
372,usinsk,65.9939,57.5281,-13.61,97,70,4.53,RU,1738792958
373,thinadhoo,0.5333,72.9333,27.25,70,59,4.32,MV,1738792959
374,asyqata,40.8994,68.3611,5.67,49,100,1.77,KZ,1738792960
375,valdivia,-39.8142,-73.2459,22.05,67,7,3.27,CL,1738792961
376,prabumulih,-3.45,104.25,22.9,95,94,1.64,ID,1738792962
377,mollendo,-17.0231,-72.0147,22.36,81,36,2.52,PE,1738792964
378,puerto rico,-26.796,-55.024,31.66,53,73,1.37,AR,1738792965
379,nizhneudinsk,54.9076,99.0276,-14.54,96,100,0.65,RU,1738792966
380,nova sintra,14.8667,-24.7167,22.4,71,1,8.68,CV,1738792967
381,puerto cabezas,14.0351,-83.3888,29.98,79,20,8.23,NI,1738792969
382,svetlyy,54.675,20.1347,4.99,92,100,3.47,RU,1738792970
383,micheweni,-4.9667,39.8333,26.53,80,98,6.96,TZ,1738792971
384,hurricane,37.1753,-113.2899,20.26,41,9,2.64,US,1738792974
385,greenville,35.6127,-77.3663,8.4,69,100,4.12,US,1738792975
386,nanning,22.8167,108.3167,10.25,79,100,2.26,CN,1738792976
387,ringim,12.1548,9.1619,21.16,10,0,3.69,NG,1738792977
388,conduaga,8.862,117.4893,24.41,81,73,0.8,PH,1738792978
389,plastun,44.7561,136.2939,-14.18,58,100,7.05,RU,1738792979
390,simpang,-1.2667,104.0833,23.59,96,95,1.25,ID,1738792981
391,sengkang,-4.1279,120.0297,25.19,88,100,1.98,ID,1738792982
392,buala,-8.145,159.5921,28.74,75,100,2.81,SB,1738792983
393,aksu,41.1231,80.2644,-5.74,69,100,1.18,CN,1738792827
394,yanam,16.7333,82.2167,19.15,92,86,0.83,IN,1738792985
395,tqvarch'eli,42.8404,41.6801,2.83,94,100,0.49,GE,1738792987
396,praia da vitoria,38.7333,-27.0667,18.14,88,20,4.03,PT,1738792988
397,lintong,34.378,109.2089,1.54,45,100,1.1,CN,1738792989
398,queenstown,-31.8976,26.8753,14.89,89,100,2.86,ZA,1738792990
399,beysehir,37.6773,31.7246,-3.61,83,53,10.94,TR,1738792991
400,olyokminsk,60.3736,120.4264,-41.03,100,87,0.44,RU,1738792993
401,saint-pierre,-21.3393,55.4781,26.82,83,20,2.06,RE,1738792994
402,saint-jean-de-monts,46.7833,-2.0667,8.59,89,100,4.15,FR,1738792995
403,nishinoomote,30.7333,131.0,8.09,68,100,12.84,JP,1738792996
404,antofagasta,-23.65,-70.4,22.6,81,35,2.44,CL,1738792564
405,bodo,67.28,14.405,4.32,81,75,11.32,NO,1738792999
406,carutapera,-1.195,-46.02,24.84,91,100,3.13,BR,1738793000
407,kingscliff,-28.2667,153.5667,24.97,83,86,3.09,AU,1738793001
408,khandyga,62.6667,135.6,-43.32,100,50,0.44,RU,1738793002
409,ulcinj,41.9294,19.2244,8.14,56,0,4.24,ME,1738793004
410,tacoronte,28.4769,-16.4102,14.53,85,75,3.58,ES,1738793005
411,ornskoldsvik,63.2909,18.7153,0.53,93,15,3.09,SE,1738793006
412,lauro de freitas,-12.8944,-38.3272,28.01,74,20,4.12,BR,1738793007
413,dazhong,33.1997,120.4578,-5.06,41,27,1.92,CN,1738793008
414,kone,-21.0595,164.8658,29.05,73,96,2.24,NC,1738793010
415,luau,-10.7073,22.2247,18.32,86,100,1.42,AO,1738793011
416,sur,22.5667,59.5289,18.94,56,57,1.74,OM,1738793012
417,leshan,29.5623,103.7639,7.25,86,100,2.88,CN,1738793013
418,tsiombe,-25.3,45.4833,25.23,93,45,3.71,MG,1738793014
419,meadow lakes,61.6247,-149.6011,-5.5,80,0,0.45,US,1738792439
420,argo,37.6333,22.7333,5.27,75,0,1.48,GR,1738793017
421,pavlovsk,50.4578,40.1081,-8.29,96,10,1.26,RU,1738793019
422,chibougamau,49.9168,-74.3659,-15.21,66,100,8.23,CA,1738792441
423,khovd,48.0056,91.6419,-17.61,62,0,3.14,MN,1738793022
424,hastings,50.8552,0.5729,6.55,81,100,3.98,GB,1738793023
425,akrehamn,59.2667,5.1833,6.14,81,20,3.6,NO,1738793024
426,tukrah,32.5341,20.5791,12.39,78,100,5.32,LY,1738793026
427,namibe,-15.1961,12.1522,23.31,83,100,2.17,AO,1738793027
428,baruun-urt,46.6806,113.2792,-22.29,86,100,6.21,MN,1738793028
429,harlingen,26.1906,-97.6961,29.05,72,0,10.29,US,1738793029
430,naze,28.3667,129.4833,10.51,53,97,7.62,JP,1738793030
431,saynshand,44.8824,110.1163,-21.25,59,100,11.32,MN,1738793032
432,biloela,-24.4167,150.5,22.45,85,100,3.06,AU,1738792803
433,imbituba,-28.24,-48.6703,26.48,76,56,6.69,BR,1738793034
434,huarmey,-10.0681,-78.1522,23.84,75,74,3.31,PE,1738793035
435,sant lluis,39.8526,4.2594,9.22,81,75,2.06,ES,1738793036
436,bowling green,36.9903,-86.4436,8.96,87,100,1.54,US,1738792953
437,arvi,20.9833,78.2333,21.68,43,1,4.35,IN,1738793039
438,watampone,-4.5386,120.3279,25.25,79,100,2.2,ID,1738793040
439,malango,-2.9627,119.9001,18.8,92,100,1.56,ID,1738793041
440,sao gabriel da cachoeira,-0.1303,-67.0892,22.79,100,100,0.32,BR,1738793042
441,pangody,65.85,74.4859,-17.28,98,99,3.55,RU,1738793043
442,dartmouth,44.6713,-63.5772,-11.25,65,75,8.75,CA,1738793045
443,karratha,-20.7377,116.8463,30.1,71,63,4.01,AU,1738793046
444,newman,37.3138,-121.0208,13.35,50,0,3.13,US,1738793047
445,istgah-e rah ahan-e garmsar,35.2346,52.3094,9.7,30,100,2.96,IR,1738793048
446,saint-paul,-21.0096,55.2707,27.05,92,51,2.43,RE,1738793050
447,kalianget,-7.05,113.9333,26.01,86,100,6.38,ID,1738793051
448,nicoya,10.1483,-85.452,31.74,45,54,4.59,CR,1738793052
449,chokwe,-24.5333,32.9833,25.14,69,0,3.12,MZ,1738793053
450,carbonear,47.7332,-53.2148,-8.81,71,99,8.46,CA,1738793054
451,shanghai,31.2222,121.4581,-0.08,69,0,1.0,CN,1738792872
452,coos bay,43.3665,-124.2179,6.84,87,100,5.14,US,1738792926
453,dunay,42.8803,132.3375,-13.13,74,73,13.91,RU,1738793058
454,ozernyy,55.5802,32.4127,-1.48,72,100,2.67,RU,1738793059
455,kapa'a,22.0752,-159.319,24.71,71,75,4.12,US,1738793060
456,lincoln,40.8,-96.667,-3.05,93,100,2.06,US,1738793062
457,rawson,-43.3002,-65.1023,28.16,36,75,9.77,AR,1738793063
458,lerwick,60.1545,-1.1494,7.32,80,7,8.75,GB,1738793064
459,mount isa,-20.7333,139.5,26.87,78,100,2.57,AU,1738793065
460,crucecita,-28.95,-58.9833,41.31,18,0,3.82,AR,1738793068
461,tonkino,57.3726,46.4629,-12.83,96,92,1.88,RU,1738793069
462,massawa,15.6097,39.45,26.02,69,0,2.65,ER,1738793070
463,kani keli,-12.9536,45.1033,27.59,75,100,8.61,YT,1738793072
464,staraya russa,57.9944,31.3608,-6.37,89,100,2.75,RU,1738793073
465,yemva,62.59,50.8594,-15.14,98,65,1.58,RU,1738793074
466,vila franca do campo,37.7167,-25.4333,18.27,99,100,2.02,PT,1738793076
467,mournies,35.4764,24.0092,9.22,61,75,6.17,GR,1738793077
468,monrovia,6.3005,-10.7969,26.13,85,11,3.74,LR,1738793078
469,paros,37.0833,25.15,9.06,42,100,12.86,GR,1738793079
470,novyy urgal,51.0736,132.5642,-13.52,81,100,3.19,RU,1738793080
471,kristinestad,62.2743,21.376,1.66,86,24,4.89,FI,1738793081
472,aitape,-3.1374,142.3475,25.8,88,100,1.75,PG,1738793083
473,copala,16.65,-98.9833,28.57,56,0,3.35,MX,1738793084
474,salamanca,40.8333,-6.0,4.23,69,0,2.33,ES,1738793085
475,kerikeri,-35.2268,173.9474,21.72,48,85,0.6,NZ,1738793086
476,okhotsk,59.3833,143.3,-22.36,67,22,7.13,RU,1738793087
477,faya-largeau,17.9257,19.1043,21.05,21,0,11.58,TD,1738793089
478,ghat,24.9647,10.1728,16.63,30,88,3.33,LY,1738793090
479,lamar,33.6668,-95.5836,21.95,80,100,5.66,US,1738793091
480,wakkanai,45.4094,141.6739,2.28,66,100,7.21,JP,1738793092
481,kyzyl-mazhalyk,51.1333,90.6,-22.99,87,2,0.23,RU,1738793093
482,beira,-19.8436,34.8389,25.31,76,6,3.21,MZ,1738793095
483,alta,69.9689,23.2717,-8.41,86,20,1.03,NO,1738793096
484,yokadouma,3.5167,15.05,24.75,38,99,0.81,CM,1738793097
485,taroa,8.7058,171.2275,26.89,85,59,10.02,MH,1738793098
486,champerico,14.3,-91.9167,29.65,61,0,5.89,GT,1738793100
487,bulgan,48.8125,103.5347,-27.03,91,81,2.74,MN,1738793101
488,san jose,37.3394,-121.895,15.42,50,0,2.68,US,1738792825
489,kerema,-7.9631,145.7785,26.83,82,100,4.87,PG,1738793103
490,nieuw amsterdam,5.8833,-55.0833,26.01,89,40,2.57,SR,1738793104
491,caleta de carquin,-11.0925,-77.6267,23.79,75,83,3.74,PE,1738793105
492,tvoroyri,61.5556,-6.8111,8.51,84,84,18.07,FO,1738793107
493,ironwood,46.4547,-90.171,-4.55,36,75,3.6,US,1738793108
494,xinyu,27.8043,114.9334,7.04,71,88,1.39,CN,1738793110
495,saint croix,17.7397,-64.7388,26.25,86,40,5.14,VI,1738793111
496,el gouna,27.3942,33.6782,18.05,51,52,10.17,EG,1738793112
497,essaouira,31.5125,-9.77,16.72,59,0,3.09,MA,1738793114
498,lazaro cardenas,17.9583,-102.2,28.59,54,0,4.26,MX,1738793115
499,pundong,-7.9522,110.3486,23.8,93,53,3.03,ID,1738793116
500,esqueda,30.7167,-109.5833,25.3,8,0,5.7,MX,1738793117
501,pangai,-19.8,-174.35,27.06,78,100,4.63,TO,1738793118
502,qandala,11.472,49.8728,21.63,75,51,1.69,SO,1738793121
503,conceicao da barra,-18.5933,-39.7322,25.61,79,71,3.38,BR,1738793122
504,mirny,62.5353,113.9611,-44.33,100,66,1.37,RU,1738793123
505,aykhal,66.0,111.5,-25.03,100,99,2.07,RU,1738793125
506,visby,57.6409,18.296,3.12,93,0,1.03,SE,1738793126
507,pascagoula,30.3658,-88.5561,22.0,78,75,4.63,US,1738793127
508,khunti,23.0833,85.2833,19.06,54,4,3.7,IN,1738793128
509,amalapuram,16.5833,82.0167,19.58,93,74,0.75,IN,1738793129
510,chemolgan,43.1897,76.5292,-7.58,63,13,2.79,KZ,1738793131
511,ulladulla,-35.35,150.4667,22.55,74,32,0.81,AU,1738793132
512,callao,-12.0667,-77.15,25.16,73,0,7.72,PE,1738793133
513,revelstoke,50.9832,-118.2023,-8.99,48,100,2.06,CA,1738793134
514,kiiminki,65.1314,25.7974,0.27,98,100,4.18,FI,1738793135
515,azna,33.6095,48.9307,4.35,45,4,1.58,IR,1738793136
516,aba,5.1066,7.3667,27.37,73,79,2.55,NG,1738793138
517,kaspiyskiy,45.3929,47.3707,-0.72,78,83,5.74,RU,1738793139
518,laguna,38.421,-121.4238,14.02,45,0,5.14,US,1738793140
519,mariental,-24.6333,17.9667,22.0,69,90,4.55,NA,1738793141
520,pisco,-13.7,-76.2167,24.03,78,20,7.72,PE,1738793142
521,mulayjah,27.271,48.4242,20.25,10,100,7.94,SA,1738793144
522,hovd,48.0056,91.6419,-17.61,62,0,3.14,MN,1738793022
523,matamey,13.4231,8.4749,20.51,8,3,4.08,NE,1738793146
524,kokopo,-4.352,152.2633,26.88,75,92,2.27,PG,1738793147
525,smiths station,32.5401,-85.0985,24.42,58,40,3.6,US,1738793148
526,luwuk,-0.9516,122.7875,22.53,92,100,1.24,ID,1738793151
527,winnemucca,40.973,-117.7357,6.03,36,0,3.6,US,1738792951
528,bondo,3.8146,23.6866,24.78,36,91,0.02,CD,1738793153
529,bamboo flat,11.7,92.7167,24.05,94,40,1.03,IN,1738793154
530,dassa-zoume,7.75,2.1833,28.67,61,6,3.98,BJ,1738793156
531,andergrove,-21.0833,149.1833,24.97,87,100,4.31,AU,1738793157
532,nova vicosa,-17.8919,-39.3719,25.92,83,75,4.28,BR,1738793158
533,mukharram al fawqani,34.8151,37.0861,8.16,82,100,7.23,SY,1738793160
534,shevchenko,48.5,35.0,-1.5,91,83,1.5,UA,1738793163
535,togur,58.3631,82.8265,-25.46,100,36,1.82,RU,1738793164
536,kayes,14.0,-11.0,24.71,13,60,2.41,ML,1738793165
537,kralendijk,12.15,-68.2667,27.99,69,40,6.69,BQ,1738793167
538,klaksvik,62.2266,-6.589,7.89,85,99,18.13,FO,1738793168
539,karwar,14.8,74.1333,23.52,64,2,1.84,IN,1738793169
540,namtsy,62.7161,129.6658,-41.68,99,50,1.67,RU,1738793170
541,idri,27.5,13.2667,14.77,33,100,4.69,LY,1738793171
542,vernon,50.2581,-119.2691,-7.36,45,28,1.34,CA,1738793173
543,tidjikja,18.5564,-11.4271,18.72,15,0,5.14,MR,1738793174
544,dalhousie,32.5333,75.9833,0.18,56,7,4.49,IN,1738793175
545,kirensk,57.7853,108.1119,-41.16,100,73,0.98,RU,1738793176
546,borodinskiy,53.9986,37.8179,-1.94,77,99,3.19,RU,1738793177
547,vincennes,48.85,2.4333,4.97,95,100,3.09,FR,1738793178
548,coquimbo,-29.9533,-71.3436,19.85,72,0,4.12,CL,1738793180
549,erenhot,43.6475,111.9767,-17.52,65,100,8.51,CN,1738793181
550,westport,41.1415,-73.3579,0.01,43,0,3.09,US,1738793182
551,uxbridge,42.0773,-71.6295,-2.66,42,3,0.45,US,1738793183
552,mazatlan,23.2167,-106.4167,26.98,62,0,3.6,MX,1738792957
553,novaya igirma,57.1334,103.9112,-27.02,97,100,1.25,RU,1738793186
554,dire dawa,9.5931,41.8661,18.88,31,11,3.09,ET,1738793187
555,kenai,60.5544,-151.2583,-5.48,83,0,0.0,US,1738793188
556,severo-yeniseyskiy,60.3725,93.0408,-25.22,100,100,0.44,RU,1738793189
557,santana,-0.0583,-51.1817,28.1,83,40,3.6,BR,1738793190
558,regina,50.4501,-104.6178,-15.94,83,100,4.63,CA,1738792918
559,yarkovo,57.4028,67.0786,-14.32,100,93,1.23,RU,1738793193
560,uyuni,-20.4597,-66.825,18.83,21,4,10.73,BO,1738793194
561,revda,56.801,59.9303,-9.43,98,98,2.17,RU,1738793196
562,kuqa,41.7278,82.9364,-7.73,81,100,1.72,CN,1738793198
563,tan-tan,28.438,-11.1032,15.31,58,0,6.28,MA,1738793199
564,la manga del mar menor,37.6413,-0.7165,10.15,63,6,1.37,ES,1738793200
565,al fulah,11.7329,28.3579,22.54,17,42,6.25,SD,1738793202
566,tossa de mar,41.7325,2.9338,6.9,89,3,2.13,ES,1738793203
567,benguela,-12.5763,13.4055,25.98,83,65,1.24,AO,1738793204
568,arkalyk,50.2486,66.9114,-11.7,93,37,8.54,KZ,1738793205
569,ritchie,-29.038,24.6028,23.21,43,70,3.07,ZA,1738793206
570,port blair,11.6667,92.75,23.99,84,0,3.77,IN,1738793207
571,northam,51.0333,-4.2167,3.22,96,77,0.89,GB,1738793209
572,safi,32.1667,-8.8333,11.07,71,1,3.88,MA,1738793210
573,port hueneme,34.1478,-119.1951,17.69,91,100,4.12,US,1738793211
574,jijiga,9.35,42.8,15.56,49,10,1.52,ET,1738793212
575,at taj,24.2049,23.2857,13.08,49,100,4.7,LY,1738793213
